founded_date,fund_code,fund_name,fund_type,fund_company,raised_shares_100m,estimated_raised_amount_100m,source,method_note
20260617,027854,浦银安盛资源精选混合A,混合型-偏股,浦银安盛基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260617,027855,浦银安盛资源精选混合C,混合型-偏股,浦银安盛基金,0.1,0.1,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027086,农银中债1-5年政金债指数A,指数型-固收,农银汇理基金,36.96,36.96,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027087,农银中债1-5年政金债指数C,指数型-固收,农银汇理基金,36.96,36.96,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027088,财信蓉泽债券A,债券型-混合二级,财信基金,2.34,2.34,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027089,财信蓉泽债券C,债券型-混合二级,财信基金,2.34,2.34,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027508,富国中证全指证券公司ETF发起式联接A,指数型-股票,富国基金,0.18,0.18,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027509,富国中证全指证券公司ETF发起式联接C,指数型-股票,富国基金,0.18,0.18,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027792,汇添富资源精选混合A,混合型-偏股,汇添富基金,5.72,5.72,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260618,027793,汇添富资源精选混合C,混合型-偏股,汇添富基金,5.72,5.72,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260622,027761,广发国证粮食产业ETF发起式联接A,指数型-股票,广发基金,0.11,0.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260622,027762,广发国证粮食产业ETF发起式联接C,指数型-股票,广发基金,0.11,0.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027357,民生加银创业板综合指数增强A,指数型-股票,民生加银基金,3.79,3.79,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027358,民生加银创业板综合指数增强C,指数型-股票,民生加银基金,3.79,3.79,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027486,长城中证电池指数发起A,指数型-股票,长城基金,5.51,5.51,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027487,长城中证电池指数发起C,指数型-股票,长城基金,5.51,5.51,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027568,中邮嘉享混合发起式A,混合型-偏债,中邮基金,0.42,0.42,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027569,中邮嘉享混合发起式C,混合型-偏债,中邮基金,0.42,0.42,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027572,天弘北证50成份指数增强发起A,指数型-股票,天弘基金,0.93,0.93,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027573,天弘北证50成份指数增强发起C,指数型-股票,天弘基金,0.93,0.93,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027594,东兴中证全指指数量化增强A,指数型-股票,东兴基金,4.13,4.13,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027595,东兴中证全指指数量化增强C,指数型-股票,东兴基金,4.13,4.13,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027604,易方达中证工程机械主题ETF联接A,指数型-股票,易方达基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027605,易方达中证工程机械主题ETF联接C,指数型-股票,易方达基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027703,泰康中证有色金属矿业主题ETF发起式联接A,指数型-股票,泰康基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260623,027704,泰康中证有色金属矿业主题ETF发起式联接C,指数型-股票,泰康基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260624,027468,招商瑞启回报债券A,债券型-混合二级,招商基金,4.43,4.43,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260624,027469,招商瑞启回报债券C,债券型-混合二级,招商基金,4.43,4.43,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260624,027664,湘财新材料混合A,混合型-偏股,湘财基金,2.67,2.67,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260624,027665,湘财新材料混合C,混合型-偏股,湘财基金,2.67,2.67,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260625,027721,大成中证红利低波动100ETF发起式联接A,指数型-股票,大成基金,0.27,0.27,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260625,027722,大成中证红利低波动100ETF发起式联接C,指数型-股票,大成基金,0.27,0.27,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260626,027418,博时储能电池指数A,指数型-股票,博时基金,4.08,4.08,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260626,027419,博时储能电池指数C,指数型-股票,博时基金,4.08,4.08,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027285,兴业中证全指指数增强A,指数型-股票,兴业基金,16.76,16.76,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027286,兴业中证全指指数增强C,指数型-股票,兴业基金,16.76,16.76,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027454,中欧中证科创创业50指数A,指数型-股票,中欧基金,6.15,6.15,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027455,中欧中证科创创业50指数C,指数型-股票,中欧基金,6.15,6.15,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027602,华泰柏瑞恒生生物科技ETF发起式联接A,指数型-股票,华泰柏瑞基金,0.16,0.16,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027603,华泰柏瑞恒生生物科技ETF发起式联接C,指数型-股票,华泰柏瑞基金,0.16,0.16,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027675,国泰上证科创板50成份ETF发起联接A,指数型-股票,国泰基金,47.76,47.76,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260629,027676,国泰上证科创板50成份ETF发起联接C,指数型-股票,国泰基金,47.76,47.76,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,019010,泰康致远量化选股股票发起A,股票型,泰康基金,0.5,0.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,019011,泰康致远量化选股股票发起C,股票型,泰康基金,0.5,0.5,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,026399,天弘安泰六个月持有期债券A,债券型-混合一级,天弘基金,2.46,2.46,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,026400,天弘安泰六个月持有期债券C,债券型-混合一级,天弘基金,2.46,2.46,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027536,长城上证科创板芯片设计指数发起A,指数型-股票,长城基金,2.49,2.49,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027537,长城上证科创板芯片设计指数发起C,指数型-股票,长城基金,2.49,2.49,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027596,景顺长城中证有色金属矿业主题ETF联接A,指数型-股票,景顺长城基金,1.08,1.08,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027597,景顺长城中证有色金属矿业主题ETF联接C,指数型-股票,景顺长城基金,1.08,1.08,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027623,上银成长精选股票发起式C,股票型,上银基金,0.36,0.36,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027802,工银添裕债券A,债券型-混合二级,工银瑞信基金,2.37,2.37,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260630,027803,工银添裕债券C,债券型-混合二级,工银瑞信基金,2.37,2.37,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260701,027547,东方红智弘价值混合发起A,混合型-偏股,东方红资产管,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260701,027548,东方红智弘价值混合发起C,混合型-偏股,东方红资产管,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260702,027055,兴业北证50成份指数A,指数型-股票,兴业基金,0.8,0.8,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260702,027056,兴业北证50成份指数C,指数型-股票,兴业基金,0.8,0.8,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260702,027694,华夏中证电池主题ETF发起式联接A,指数型-股票,华夏基金,1.11,1.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260702,027695,华夏中证电池主题ETF发起式联接C,指数型-股票,华夏基金,1.11,1.11,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,026954,华夏中证全指食品ETF联接A,指数型-股票,华夏基金,3.36,3.36,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,026955,华夏中证全指食品ETF联接C,指数型-股票,华夏基金,3.36,3.36,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027542,富国中证工业有色金属主题ETF发起式联接A,指数型-股票,富国基金,1.67,1.67,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027543,富国中证工业有色金属主题ETF发起式联接C,指数型-股票,富国基金,1.67,1.67,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027610,富国中证工程机械主题ETF发起式联接A,指数型-股票,富国基金,0.33,0.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027611,富国中证工程机械主题ETF发起式联接C,指数型-股票,富国基金,0.33,0.33,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027723,国富北证50成份指数发起式A,指数型-股票,国海富兰克林,4.99,4.99,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027724,国富北证50成份指数发起式C,指数型-股票,国海富兰克林,4.99,4.99,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027795,华泰柏瑞中证全指证券公司ETF发起式联接A,指数型-股票,华泰柏瑞基金,0.2,0.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027796,华泰柏瑞中证全指证券公司ETF发起式联接C,指数型-股票,华泰柏瑞基金,0.2,0.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027992,前海开源恒生港股通科技主题ETF发起式联接A,指数型-股票,前海开源基金,0.2,0.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260707,027993,前海开源恒生港股通科技主题ETF发起式联接C,指数型-股票,前海开源基金,0.2,0.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260709,028272,中金中证REITs全收益指数A,指数型-其他,中金基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260709,028273,中金中证REITs全收益指数C,指数型-其他,中金基金,3.0,3.0,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260714,027254,兴全沪深300质量ETF联接A,指数型-股票,兴证全球基金,2.3,2.3,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260714,027255,兴全沪深300质量ETF联接C,指数型-股票,兴证全球基金,2.3,2.3,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260715,027838,东财汇裕嘉选债券A,债券型-混合二级,东财基金,2.03,2.03,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260715,027839,东财汇裕嘉选债券C,债券型-混合二级,东财基金,2.03,2.03,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260717,027410,国泰恒生生物科技ETF发起联接A,指数型-股票,国泰基金,0.57,0.57,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260717,027411,国泰恒生生物科技ETF发起联接C,指数型-股票,国泰基金,0.57,0.57,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260720,027890,摩根中证科创创业人工智能ETF发起式联接A,指数型-股票,摩根基金(中,2.79,2.79,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260720,027891,摩根中证科创创业人工智能ETF发起式联接C,指数型-股票,摩根基金(中,2.79,2.79,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260721,028090,天弘国证航天航空行业ETF发起联接A,指数型-股票,天弘基金,0.86,0.86,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260721,028091,天弘国证航天航空行业ETF发起联接C,指数型-股票,天弘基金,0.86,0.86,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260722,028326,平安添颐债券A,债券型-混合二级,平安基金,2.2,2.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260722,028327,平安添颐债券C,债券型-混合二级,平安基金,2.2,2.2,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260724,028370,华夏上证综合ETF发起式联接A,指数型-股票,华夏基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260724,028371,华夏上证综合ETF发起式联接C,指数型-股票,华夏基金,0.12,0.12,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260728,027858,易方达国证成长100ETF联接发起式A,指数型-股票,易方达基金,0.38,0.38,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260728,027859,易方达国证成长100ETF联接发起式C,指数型-股票,易方达基金,0.38,0.38,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260729,028374,泰信资源睿选混合发起式A,混合型-偏股,泰信基金,0.21,0.21,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
20260729,028375,泰信资源睿选混合发起式C,混合型-偏股,泰信基金,0.21,0.21,天天基金新成立基金 / AKShare,募集份额单位为亿份；按常见初始面值1元/份近似估算募集规模，非存续期每日净申购额
