month,cpi_mom_pct,cpi_yoy_pct,m1_m2_gap_pp,m1_m2_mechanical_sum_trillion,m1_trillion,m1_yoy_pct,m2_trillion,m2_yoy_pct,pmi_manufacturing,pmi_non_manufacturing,sf_12m_trillion,sf_12m_yoy_pct,sf_increment_trillion,sf_increment_yoy_pct,sf_stock_trillion,sf_stock_yoy_pct,source,updated_at
202407,0.5,0.5,-12.899999999999999,408.48607799999996,105.18,-6.6,303.30607799999996,6.3,49.4,50.2,28.3035,-16.40799666854701,0.7707,-37.08057800636787,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202408,0.4,0.6,-13.6,410.01452700000004,104.9684,-7.3,305.046127,6.3,49.1,50.3,29.779799999999998,-12.91972361037601,3.0323,94.87789203084833,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202409,0.0,0.4,-14.2,415.020824,105.541,-7.4,309.479824,6.8,49.8,50.0,29.3168,-13.181967596637056,3.7635,-10.954690642375475,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202501,0.7,0.5,-6.6,430.970463,112.445745,0.4,318.524718,7.0,49.1,50.2,30.9877,-7.144612249790239,2.2075,311.38650764070076,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202502,-0.2,-0.7,-6.9,429.95432500000004,109.437001,0.1,320.51732400000003,7.0,50.2,50.4,30.0929,-10.593195160791957,2.2331,-28.607052655136034,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202503,-0.4,-0.1,-5.4,439.541767,113.48631,1.6,326.055457,7.0,50.5,50.8,31.8564,-2.2761853342495253,5.8961,42.672893577892836,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202504,0.1,-0.1,-6.5,434.314665,109.14073300000001,1.5,325.173932,8.0,49.0,50.4,30.6875,-10.135671343272213,1.1599,-50.193232566128486,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202505,-0.2,-0.1,-5.6000000000000005,434.698576,108.91476499999999,2.3,325.783811,7.9,49.5,50.3,31.4816,-5.09986917228864,2.29,53.08509927134166,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202506,-0.1,0.1,-3.700000000000001,444.236225,113.949408,4.6,330.286817,8.3,49.7,50.5,30.8732,-10.423666359115414,4.2251,-12.587152167166638,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202507,0.4,0.0,-3.200000000000001,441.001598,111.058692,5.6,329.942906,8.8,49.3,50.1,32.0697,0.39161548430717286,1.1307,-1818.38905775076,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202508,0.0,-0.4,-2.8000000000000007,443.208714,111.22556999999999,6.0,331.983144,8.8,49.4,50.3,32.5734,5.600420153083552,2.566,24.42418658779033,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202509,0.1,-0.3,-1.2000000000000002,448.52261,113.14550700000001,7.2,335.377103,8.4,49.8,50.0,32.8048,14.073100421800078,3.5299,7.015309989389107,437.08,8.7,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202510,,,,,,,,,,,,,,,437.72,8.5,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202511,,,,,,,,,,,,,,,440.07,8.5,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202512,,,,,,,,,,,,,,,442.12,8.3,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202601,0.2,0.2,-4.1,465.154091,117.968052,4.9,347.186039,9.0,49.3,49.4,,,7.2185,226.9988674971687,449.11,8.2,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202602,1.0,1.3,-3.0999999999999996,465.14187300000003,115.925882,5.9,349.21599100000003,9.0,49.0,49.5,,,2.3837,6.743988177869342,451.4,8.2,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202603,-0.7,1.0,-3.4000000000000004,473.183952,119.320299,5.1,353.863653,8.5,50.4,50.1,,,5.224,-11.399060395854876,456.46,7.9,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202604,0.3,1.2,-3.5999999999999996,467.625894,114.583373,5.0,353.042521,8.6,50.3,49.4,,,0.6245,-46.15915165100439,456.89,7.8,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202605,-0.1,1.2,-3.0999999999999996,468.55803299999997,114.889141,5.5,353.66889199999997,8.6,50.0,50.1,,,,,458.81,7.7,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202606,-0.3,1.0,-4.0,475.188396,118.477553,4.0,356.710843,8.0,50.3,50.2,,,,,462.06,7.4,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202607,-0.1,0.5,-3.7,470.97002399999997,115.4623,4.0,355.507724,7.7,49.2,49.0,,,,,463.27,7.4,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
202608,,,,,,,,,49.8,49.0,,,,,,,人民银行/国家统计局等公开源；分项来源见status.json,2026-09-04T07:13:23
