trade_date,symbol,name,period,period_label,close,ma20,ma30,dev20_pct,dev30_pct,source
20200221,000300.SH,沪深300,week,周K,4149.49,,,,,公开指数日线计算（周K最后实际交易日）
20200228,000300.SH,沪深300,week,周K,3940.049,,,,,公开指数日线计算（周K最后实际交易日）
20200228,000300.SH,沪深300,month,月K,3940.049,,,,,公开指数日线计算（月K最后实际交易日）
20200306,000300.SH,沪深300,week,周K,4138.507,,,,,公开指数日线计算（周K最后实际交易日）
20200313,000300.SH,沪深300,week,周K,3895.313,,,,,公开指数日线计算（周K最后实际交易日）
20200320,000300.SH,沪深300,week,周K,3653.224,,,,,公开指数日线计算（周K最后实际交易日）
20200327,000300.SH,沪深300,week,周K,3710.061,,,,,公开指数日线计算（周K最后实际交易日）
20200331,000300.SH,沪深300,month,月K,3686.155,,,,,公开指数日线计算（月K最后实际交易日）
20200403,000300.SH,沪深300,week,周K,3713.218,,,,,公开指数日线计算（周K最后实际交易日）
20200410,000300.SH,沪深300,week,周K,3769.178,,,,,公开指数日线计算（周K最后实际交易日）
20200417,000300.SH,沪深300,week,周K,3839.487,,,,,公开指数日线计算（周K最后实际交易日）
20200424,000300.SH,沪深300,week,周K,3796.972,,,,,公开指数日线计算（周K最后实际交易日）
20200430,000300.SH,沪深300,week,周K,3912.577,,,,,公开指数日线计算（周K最后实际交易日）
20200430,000300.SH,沪深300,month,月K,3912.577,,,,,公开指数日线计算（月K最后实际交易日）
20200508,000300.SH,沪深300,week,周K,3963.622,,,,,公开指数日线计算（周K最后实际交易日）
20200515,000300.SH,沪深300,week,周K,3912.816,,,,,公开指数日线计算（周K最后实际交易日）
20200522,000300.SH,沪深300,week,周K,3824.064,3928.6542500000005,,-2.6622411478434582,,公开指数日线计算（周K最后实际交易日）
20200529,000300.SH,沪深300,week,周K,3867.023,3914.7571500000004,,-1.2193387270523326,,公开指数日线计算（周K最后实际交易日）
20200529,000300.SH,沪深300,month,月K,3867.023,,,,,公开指数日线计算（月K最后实际交易日）
20200605,000300.SH,沪深300,week,周K,4001.251,3906.6604500000003,,2.4212636652361175,,公开指数日线计算（周K最后实际交易日）
20200612,000300.SH,沪深300,week,周K,4003.083,3899.07195,,2.667584782578847,,公开指数日线计算（周K最后实际交易日）
20200619,000300.SH,沪深300,week,周K,4098.71,3903.8124000000003,,4.992494004066383,,公开指数日线计算（周K最后实际交易日）
20200624,000300.SH,沪深300,week,周K,4138.99,3915.7684500000005,,5.7005809421647236,,公开指数日线计算（周K最后实际交易日）
20200630,000300.SH,沪深300,month,月K,4163.964,,,,,公开指数日线计算（月K最后实际交易日）
20200703,000300.SH,沪深300,week,周K,4419.596,3937.36155,,12.247654777854965,,公开指数日线计算（周K最后实际交易日）
20200710,000300.SH,沪深300,week,周K,4753.133,3967.5436999999997,,19.800394385070042,,公开指数日线计算（周K最后实际交易日）
20200717,000300.SH,沪深300,week,周K,4544.701,3997.7763,,13.680722955909275,,公开指数日线计算（周K最后实际交易日）
20200724,000300.SH,沪深300,week,周K,4505.591,4016.1305,,12.187365425500985,,公开指数日线计算（周K最后实际交易日）
20200731,000300.SH,沪深300,week,周K,4695.046,4056.1171500000005,4053.3403000000003,15.752228704735515,15.831527888245645,公开指数日线计算（周K最后实际交易日）
20200731,000300.SH,沪深300,month,月K,4695.046,,,,,公开指数日线计算（月K最后实际交易日）
20200807,000300.SH,沪深300,week,周K,4707.926,4108.85225,4072.105666666667,14.580075250941448,15.614043086799413,公开指数日线计算（周K最后实际交易日）
20200814,000300.SH,沪深300,week,周K,4704.629,4158.58065,4090.1538,13.130642302199913,15.023278586736755,公开指数日线计算（周K最后实际交易日）
20200821,000300.SH,沪深300,week,周K,4718.843,4208.8619,4108.953466666667,12.116840897060555,14.842940867570785,公开指数日线计算（周K最后实际交易日）
20200828,000300.SH,沪深300,week,周K,4844.265,4262.61625,4136.9656,13.64534632926433,17.097057804879977,公开指数日线计算（周K最后实际交易日）
20200831,000300.SH,沪深300,month,月K,4816.215,,,,,公开指数日线计算（月K最后实际交易日）
20200904,000300.SH,沪深300,week,周K,4770.219,4309.15285,4165.977266666667,10.699693560417556,14.50420140714801,公开指数日线计算（周K最后实际交易日）
20200911,000300.SH,沪深300,week,周K,4627.283,4350.6684000000005,4187.295566666667,6.357979385420398,10.507675570740505,公开指数日线计算（周K最后实际交易日）
20200918,000300.SH,沪深300,week,周K,4737.089,4391.894,4206.8822,7.859820842670606,12.603319389356793,公开指数日线计算（周K最后实际交易日）
20200925,000300.SH,沪深300,week,周K,4570.022,4422.214,4227.8813,3.34239817430817,8.092485945620087,公开指数日线计算（周K最后实际交易日）
20200930,000300.SH,沪深300,week,周K,4587.395,4455.942950000001,4242.844233333333,2.9500388913192843,8.12074984888087,公开指数日线计算（周K最后实际交易日）
20200930,000300.SH,沪深300,month,月K,4587.395,,,,,公开指数日线计算（月K最后实际交易日）
20201009,000300.SH,沪深300,week,周K,4681.141,4498.796799999999,4269.0385,4.053177062809343,9.653286097091884,公开指数日线计算（周K最后实际交易日）
20201016,000300.SH,沪深300,week,周K,4791.676,4545.02945,4306.9869,5.426731613367219,11.253554079767468,公开指数日线计算（周K最后实际交易日）
20201023,000300.SH,沪深300,week,周K,4718.488,4580.8913,4340.601133333334,3.003710216830502,8.705864811320986,公开指数日线计算（周K最后实际交易日）
20201030,000300.SH,沪深300,week,周K,4695.334,4615.50385,4373.338333333333,1.729608567004015,7.362697374964888,公开指数日线计算（周K最后实际交易日）
20201030,000300.SH,沪深300,month,月K,4695.334,,,,,公开指数日线计算（月K最后实际交易日）
20201106,000300.SH,沪深300,week,周K,4885.718,4654.854249999999,4410.556333333333,4.959634343008701,10.773281889079911,公开指数日线计算（周K最后实际交易日）
20201113,000300.SH,沪深300,week,周K,4856.851,4690.747300000001,4444.468466666667,3.5410924822149026,9.2785568494002,公开指数日线计算（周K最后实际交易日）
20201120,000300.SH,沪深300,week,周K,4943.288,4716.9319000000005,4482.679,4.798799406029142,10.27530635140279,公开指数日线计算（周K最后实际交易日）
20201127,000300.SH,沪深300,week,周K,4980.765,4728.3135,4518.285266666667,5.339144707727184,10.235735595210095,公开指数日线计算（周K最后实际交易日）
20201130,000300.SH,沪深300,month,月K,4960.252,,,,,公开指数日线计算（月K最后实际交易日）
20201204,000300.SH,沪深300,week,周K,5065.916,4754.37425,4555.0284,6.552739301076271,11.215903725210573,公开指数日线计算（周K最后实际交易日）
20201211,000300.SH,沪深300,week,周K,4889.629,4773.57615,4587.588833333333,2.4311511192714574,6.583854343528972,公开指数日线计算（周K最后实际交易日）
20201218,000300.SH,沪深300,week,周K,4999.968,4788.822249999999,4626.785633333333,4.40913734060604,8.065693901573967,公开指数日线计算（周K最后实际交易日）
20201225,000300.SH,沪深300,week,周K,5042.014,4805.526650000001,4665.952,4.921153647124177,8.059705714932331,公开指数日线计算（周K最后实际交易日）
20201231,000300.SH,沪深300,week,周K,5211.289,4830.85965,4706.2866,7.8749824578323135,10.730379233597876,公开指数日线计算（周K最后实际交易日）
20201231,000300.SH,沪深300,month,月K,5211.289,,,,,公开指数日线计算（月K最后实际交易日）
20210108,000300.SH,沪深300,week,周K,5495.431,4869.68905,4756.031533333333,12.84973113427026,15.546563589506901,公开指数日线计算（周K最后实际交易日）
20210115,000300.SH,沪深300,week,周K,5458.081,4900.379849999999,4801.343900000001,11.38077388021259,13.678193307502905,公开指数日线计算（周K最后实际交易日）
20210122,000300.SH,沪深300,week,周K,5569.776,4940.3577,4849.036766666667,12.74033861961048,14.863554722617312,公开指数日线计算（周K最后实际交易日）
20210129,000300.SH,沪深300,week,周K,5351.965,4976.5918,4880.115733333334,7.542776564475306,9.668813045635961,公开指数日线计算（周K最后实际交易日）
20210129,000300.SH,沪深300,month,月K,5351.965,,,,,公开指数日线计算（月K最后实际交易日）
20210205,000300.SH,沪深300,week,周K,5483.414,5013.90805,4904.458433333333,9.364071804228624,11.80467883531795,公开指数日线计算（周K最后实际交易日）
20210210,000300.SH,沪深300,week,周K,5807.719,5075.7928999999995,4946.559033333334,14.419936242867614,17.4092730090468,公开指数日线计算（周K最后实际交易日）
20210219,000300.SH,沪深300,week,周K,5778.842,5135.36525,4989.000733333334,12.530301520422515,15.831652647181382,公开指数日线计算（周K最后实际交易日）
20210226,000300.SH,沪深300,week,周K,5336.761,5168.14625,5010.391233333334,3.262576982994636,6.513857929803568,公开指数日线计算（周K最后实际交易日）
20210226,000300.SH,沪深300,month,月K,5336.761,,,,,公开指数日线计算（月K最后实际交易日）
20210305,000300.SH,沪深300,week,周K,5262.796,5191.70225,5028.8869,1.3693726368841697,4.651309616845833,公开指数日线计算（周K最后实际交易日）
20210312,000300.SH,沪深300,week,周K,5146.379,5213.0968,5043.6119,-1.2798112630481029,2.037569544159412,公开指数日线计算（周K最后实际交易日）
20210319,000300.SH,沪深300,week,周K,5007.091,5228.68465,5053.220166666667,-4.238038145979983,-0.9128667492256826,公开指数日线计算（周K最后实际交易日）
20210326,000300.SH,沪深300,week,周K,5037.99,5236.298250000001,5059.677666666667,-3.787184009237843,-0.428637318332481,公开指数日线计算（周K最后实际交易日）
20210331,000300.SH,沪深300,month,月K,5048.361,,,,,公开指数日线计算（月K最后实际交易日）
20210402,000300.SH,沪深300,week,周K,5161.557,5251.53355,5072.722266666667,-1.7133385732630457,1.7512240699057102,公开指数日线计算（周K最后实际交易日）
20210409,000300.SH,沪深300,week,周K,5035.337,5256.136,5086.324066666667,-4.200785520009376,-1.0024344890018244,公开指数日线计算（周K最后实际交易日）
20210416,000300.SH,沪深300,week,周K,4966.181,5255.4068,5093.960466666666,-5.503395093982066,-2.5084503011520543,公开指数日线计算（周K最后实际交易日）
20210423,000300.SH,沪深300,week,周K,5135.453,5258.88365,5112.808166666667,-2.347088435774758,0.4429040283765895,公开指数日线计算（周K最后实际交易日）
20210430,000300.SH,沪深300,week,周K,5123.489,5270.57665,5130.677966666667,-2.7907316365468393,-0.14011728495479936,公开指数日线计算（周K最后实际交易日）
20210430,000300.SH,沪深300,month,月K,5123.489,,,,,公开指数日线计算（月K最后实际交易日）
20210507,000300.SH,沪深300,week,周K,4996.053,5270.3809,5141.175033333334,-5.205086789837143,-2.8227405679133732,公开指数日线计算（周K最后实际交易日）
20210514,000300.SH,沪深300,week,周K,5110.59,5273.8097,5151.8055,-3.0949106866711484,-0.8000204976682523,公开指数日线计算（周K最后实际交易日）
20210521,000300.SH,沪深300,week,周K,5134.148,5269.95265,5165.660833333332,-2.5769614837051757,-0.6100445683538513,公开指数日线计算（周K最后实际交易日）
20210528,000300.SH,沪深300,week,周K,5321.089,5261.235549999999,5186.519333333333,1.1376310646270316,2.594604551106161,公开指数日线计算（周K最后实际交易日）
20210531,000300.SH,沪深300,month,月K,5331.57,,,,,公开指数日线计算（月K最后实际交易日）
20210604,000300.SH,沪深300,week,周K,5282.277,5252.44535,5199.737966666667,0.5679573610413602,1.5873690917207028,公开指数日线计算（周K最后实际交易日）
20210611,000300.SH,沪深300,week,周K,5224.703,5235.1917,5211.9997,-0.2003498744850174,0.24373178686101227,公开指数日线计算（周K最后实际交易日）
20210618,000300.SH,沪深300,week,周K,5102.466,5222.71675,5217.305633333333,-2.3024559009446444,-2.2011291153737123,公开指数日线计算（周K最后实际交易日）
20210625,000300.SH,沪深300,week,周K,5239.968,5210.54445,5225.945733333333,0.5646924286386135,0.26832017365252536,公开指数日线计算（周K最后实际交易日）
20210630,000300.SH,沪深300,month,月K,5224.041,,,,,公开指数日线计算（月K最后实际交易日）
20210702,000300.SH,沪深300,week,周K,5081.117,5174.21435,5226.452433333334,-1.7992557652738106,-2.7807664029698476,公开指数日线计算（周K最后实际交易日）
20210709,000300.SH,沪深300,week,周K,5069.436,5138.74405,5232.446,-1.348735203108642,-3.115368988041156,公开指数日线计算（周K最后实际交易日）
20210716,000300.SH,沪深300,week,周K,5094.773,5126.64465,5235.6061666666665,-0.6216863499599157,-2.689911391030586,公开指数日线计算（周K最后实际交易日）
20210723,000300.SH,沪深300,week,周K,5089.228,5117.9662499999995,5237.179966666667,-0.5615169892923655,-2.8250311734243194,公开指数日线计算（周K最后实际交易日）
20210730,000300.SH,沪深300,week,周K,4811.17,5101.205800000001,5223.842666666666,-5.685632208761316,-7.899791264770095,公开指数日线计算（周K最后实际交易日）
20210730,000300.SH,沪深300,month,月K,4811.17,,,,,公开指数日线计算（月K最后实际交易日）
20210806,000300.SH,沪深300,week,周K,4921.565,5096.9295,5204.7138,-3.4405910460405753,-5.440237655334689,公开指数日线计算（周K最后实际交易日）
20210813,000300.SH,沪深300,week,周K,4945.983,5092.32915,5187.643866666666,-2.8738548842625278,-4.6583935381428905,公开指数日线计算（周K最后实际交易日）
20210820,000300.SH,沪深300,week,周K,4769.268,5072.7146999999995,5160.960266666666,-5.9819390197520805,-7.589523004013554,公开指数日线计算（周K最后实际交易日）
20210827,000300.SH,沪深300,week,周K,4827.043,5062.3,5143.462866666667,-4.647235446338627,-6.1518839519051465,公开指数日线计算（周K最后实际交易日）
20210831,000300.SH,沪深300,month,月K,4805.61,4678.60835,,2.714517662073579,,公开指数日线计算（月K最后实际交易日）
20210903,000300.SH,沪深300,week,周K,4843.062,5056.14405,5122.117800000001,-4.214319210308104,-5.448055099396598,公开指数日线计算（周K最后实际交易日）
20210910,000300.SH,沪深300,week,周K,5013.522,5050.047500000001,5095.644566666667,-0.7232704246841415,-1.6116227415835516,公开指数日线计算（周K最后实际交易日）
20210917,000300.SH,沪深300,week,周K,4855.94,5036.67005,5064.881166666667,-3.588284485699045,-4.125292574320694,公开指数日线计算（周K最后实际交易日）
20210924,000300.SH,沪深300,week,周K,4849.428,5029.3387999999995,5048.636733333333,-3.5772256981374873,-3.9457925744205147,公开指数日线计算（周K最后实际交易日）
20210930,000300.SH,沪深300,week,周K,4866.383,5017.12845,5035.422966666666,-3.0046161166154772,-3.3570162384703672,公开指数日线计算（周K最后实际交易日）
20210930,000300.SH,沪深300,month,月K,4866.383,4721.73245,,3.0635058536618187,,公开指数日线计算（月K最后实际交易日）
20211008,000300.SH,沪深300,week,周K,4929.941,5006.918100000001,5028.208366666667,-1.5374148021314982,-1.9543216887770054,公开指数日线计算（周K最后实际交易日）
20211015,000300.SH,沪深300,week,周K,4932.108,4987.46905,5025.708933333332,-1.1100028781130922,-1.8624423852427685,公开指数日线计算（周K最后实际交易日）
20211022,000300.SH,沪深300,week,周K,4959.725,4971.34145,5023.1001,-0.233668319040925,-1.2616730452972513,公开指数日线计算（周K最后实际交易日）
20211029,000300.SH,沪深300,week,周K,4908.77,4955.544800000001,5014.673866666666,-0.943888147272931,-2.111879445852416,公开指数日线计算（周K最后实际交易日）
20211029,000300.SH,沪深300,month,月K,4908.77,4770.168500000001,,2.9055891841137216,,公开指数日线计算（月K最后实际交易日）
20211105,000300.SH,沪深300,week,周K,4842.346,4942.5388,5008.240833333333,-2.027152523314546,-3.3124372180584394,公开指数日线计算（周K最后实际交易日）
20211112,000300.SH,沪深300,week,周K,4888.375,4924.95915,5005.6473000000005,-0.7428315420646592,-2.34279990122358,公开指数日线计算（周K最后实际交易日）
20211119,000300.SH,沪深300,week,周K,4890.058,4915.406199999999,4997.467466666667,-0.5156888153007522,-2.149277956947049,公开指数日线计算（周K最后实际交易日）
20211126,000300.SH,沪深300,week,周K,4860.127,4904.94075,4988.688733333333,-0.913645083276482,-2.5770646397381247,公开指数日线计算（周K最后实际交易日）
20211130,000300.SH,沪深300,month,月K,4832.026,4827.46205,,0.09454139572158127,,公开指数日线计算（月K最后实际交易日）
20211203,000300.SH,沪深300,week,周K,4901.018,4895.253,4985.5208999999995,0.11776715115643377,-1.6949663173611351,公开指数日线计算（周K最后实际交易日）
20211210,000300.SH,沪深300,week,周K,5055.117,4893.54745,4983.671799999999,3.301685569637214,1.4335855743951909,公开指数日线计算（周K最后实际交易日）
20211217,000300.SH,沪深300,week,周K,4954.76,4900.72695,4977.6922,1.1025517346972435,-0.46069943818543013,公开指数日线计算（周K最后实际交易日）
20211224,000300.SH,沪深300,week,周K,4921.345,4900.71595,4964.3674,0.42093951599051493,-0.8666240133637149,公开指数日线计算（周K最后实际交易日）
20211231,000300.SH,沪深300,week,周K,4940.373,4900.43545,4952.9706,0.8149796157400635,-0.25434433226799724,公开指数日线计算（周K最后实际交易日）
20211231,000300.SH,沪深300,month,月K,4940.373,4878.85185,,1.2609759814699029,,公开指数日线计算（月K最后实际交易日）
20220107,000300.SH,沪深300,week,周K,4822.369,4903.0905,4939.559466666667,-1.646339181379597,-2.3724882240510836,公开指数日线计算（周K最后实际交易日）
20220114,000300.SH,沪深300,week,周K,4726.732,4898.07495,4927.035,-3.4981692144176013,-4.065386180532505,公开指数日线计算（周K最后实际交易日）
20220121,000300.SH,沪深300,week,周K,4779.314,4894.88755,4911.679866666667,-2.3611073557757267,-2.6949204805666094,公开指数日线计算（周K最后实际交易日）
20220128,000300.SH,沪深300,week,周K,4563.772,4872.400049999999,4894.435033333333,-6.334209975225646,-6.755897893860419,公开指数日线计算（周K最后实际交易日）
20220128,000300.SH,沪深300,month,月K,4563.772,4913.6893,,-7.1212744362977975,,公开指数日线计算（月K最后实际交易日）
20220211,000300.SH,沪深300,week,周K,4601.395,4859.6728,4878.833666666667,-5.314715838481964,-5.686577686839234,公开指数日线计算（周K最后实际交易日）
20220218,000300.SH,沪深300,week,周K,4651.236,4849.7632,4864.0491,-4.093544196137255,-4.375225159630903,公开指数日线计算（周K最后实际交易日）
20220225,000300.SH,沪深300,week,周K,4573.425,4835.1153,4846.855666666667,-5.412286652192144,-5.6414031172237085,公开指数日线计算（周K最后实际交易日）
20220228,000300.SH,沪深300,month,月K,4581.646,4934.5734,,-7.1521359880876485,,公开指数日线计算（月K最后实际交易日）
20220304,000300.SH,沪深300,week,周K,4496.43,4813.43975,4836.364333333333,-6.585929531994228,-7.028716405636093,公开指数日线计算（周K最后实际交易日）
20220311,000300.SH,沪深300,week,周K,4306.522,4782.16045,4815.862899999999,-9.946099780069073,-10.57631644787893,公开指数日线计算（周K最后实际交易日）
20220318,000300.SH,沪深300,week,周K,4265.902,4747.4693,4793.193533333334,-10.143663277611925,-11.000839621150016,公开指数日线计算（周K最后实际交易日）
20220325,000300.SH,沪深300,week,周K,4174.574,4710.7595,4773.3704,-11.38214549055201,-12.544519905683416,公开指数日线计算（周K最后实际交易日）
20220331,000300.SH,沪深300,month,月K,4222.597,4910.95095,,-14.016714013403053,,公开指数日线计算（月K最后实际交易日）
20220401,000300.SH,沪深300,week,周K,4276.158,4682.4501,4755.007566666666,-8.676912542004445,-10.070427017266493,公开指数日线计算（周K最后实际交易日）
20220408,000300.SH,沪深300,week,周K,4230.767,4649.5697,4734.597733333333,-9.007343195650986,-10.641468646558438,公开指数日线计算（周K最后实际交易日）
20220415,000300.SH,沪深300,week,周K,4188.747,4614.50415,4707.105233333334,-9.226498366027025,-11.012250791900357,公开指数日线计算（周K最后实际交易日）
20220422,000300.SH,沪深300,week,周K,4013.25,4572.1603000000005,4679.015566666667,-12.224206137304517,-14.228752975510162,公开指数日线计算（周K最后实际交易日）
20220429,000300.SH,沪深300,week,周K,4016.241,4527.92145,4651.242666666667,-11.300559332803795,-13.652301377811016,公开指数日线计算（周K最后实际交易日）
20220429,000300.SH,沪深300,month,月K,4016.241,4870.95225,,-17.547107960255627,,公开指数日线计算（月K最后实际交易日）
20220506,000300.SH,沪深300,week,周K,3908.815,4470.60635,4619.323733333334,-12.566334542069447,-15.381228386446644,公开指数日线计算（周K最后实际交易日）
20220513,000300.SH,沪深300,week,周K,3988.6,4422.29835,4587.9457,-9.80708029344063,-13.06348721607582,公开指数日线计算（周K最后实际交易日）
20220520,000300.SH,沪深300,week,周K,4077.6,4380.1111,4559.462100000001,-6.906470934036357,-10.568397969576292,公开指数日线计算（周K最后实际交易日）
20220527,000300.SH,沪深300,week,周K,4001.299,4333.1574,4527.514566666667,-7.658581707648104,-11.622614547523968,公开指数日线计算（周K最后实际交易日）
20220531,000300.SH,沪深300,month,月K,4091.518,4846.1584,,-15.571930129233913,,公开指数日线计算（月K最后实际交易日）
20220602,000300.SH,沪深300,week,周K,4089.568,4296.51735,4500.207833333333,-4.816676697465216,-9.124908194054882,公开指数日线计算（周K最后实际交易日）
20220610,000300.SH,沪深300,week,周K,4238.994,4272.13045,4480.0961,-0.7756422793690709,-5.381627862848748,公开指数日线计算（周K最后实际交易日）
20220617,000300.SH,沪深300,week,周K,4309.044,4248.6169500000005,4460.785066666666,1.4222757831816146,-3.401667293960331,公开指数日线计算（周K最后实际交易日）
20220624,000300.SH,沪深300,week,周K,4394.772,4240.166950000001,4444.275533333333,3.646201949666139,-1.1138718326990094,公开指数日线计算（周K最后实际交易日）
20220630,000300.SH,沪深300,month,月K,4485.011,4835.64225,4636.016799999999,-7.250975814019311,-3.257231509601066,公开指数日线计算（月K最后实际交易日）
20220701,000300.SH,沪深300,week,周K,4466.718,4233.4331,4431.161900000001,5.510537062697396,0.8024103113903225,公开指数日线计算（周K最后实际交易日）
20220708,000300.SH,沪深300,week,周K,4428.781,4222.31035,4415.420666666667,4.889992276384891,0.3025834760025159,公开指数日线计算（周K最后实际交易日）
20220715,000300.SH,沪深300,week,周K,4248.527,4206.06545,4388.534333333333,1.009531366184513,-3.1902982339661823,公开指数日线计算（周K最后实际交易日）
20220722,000300.SH,沪深300,week,周K,4238.234,4193.15565,4364.6501333333335,1.0750459501783771,-2.896363499284371,公开指数日线计算（周K最后实际交易日）
20220729,000300.SH,沪深300,week,周K,4170.102,4186.33465,4339.6087,-0.3877532819790197,-3.9060365050885837,公开指数日线计算（周K最后实际交易日）
20220729,000300.SH,沪深300,month,月K,4170.102,4796.134749999999,4641.556833333333,-13.052859909742931,-10.157256503843303,公开指数日线计算（月K最后实际交易日）
20220805,000300.SH,沪深300,week,周K,4156.911,4180.8851,4313.4933,-0.5734216422259575,-3.6300578002520623,公开指数日线计算（周K最后实际交易日）
20220812,000300.SH,沪深300,week,周K,4191.152,4181.714,4292.4527333333335,0.2256969271451803,-2.35997318145581,公开指数日线计算（周K最后实际交易日）
20220819,000300.SH,沪深300,week,周K,4151.074,4175.4598,4273.264133333333,-0.5840266980896347,-2.859409798242918,公开指数日线计算（周K最后实际交易日）
20220826,000300.SH,沪深300,week,周K,4107.546,4169.29875,4250.871866666666,-1.4811303699452938,-3.3716816493708057,公开指数日线计算（周K最后实际交易日）
20220831,000300.SH,沪深300,month,月K,4078.84,4739.5123,4646.1831999999995,-13.939668433817554,-12.210951991733765,公开指数日线计算（月K最后实际交易日）
20220902,000300.SH,沪深300,week,周K,4023.613,4161.04205,4232.866566666667,-3.302755616228392,-4.943542712036198,公开指数日线计算（周K最后实际交易日）
20220909,000300.SH,沪深300,week,周K,4093.787,4165.0689,4215.9463,-1.7114218686754556,-2.8975535101099292,公开指数日线计算（周K最后实际交易日）
20220916,000300.SH,沪深300,week,周K,3932.683,4160.891,4191.9945333333335,-5.484594525547526,-6.185874797101365,公开指数日线计算（周K最后实际交易日）
20220923,000300.SH,沪深300,week,周K,3856.021,4158.2513,4168.081066666667,-7.268206709873448,-7.486900126830543,公开指数日线计算（周K最后实际交易日）
20220930,000300.SH,沪深300,week,周K,3804.885,4149.06555,4145.029566666667,-8.295375087530255,-8.206083001241481,公开指数日线计算（周K最后实际交易日）
20220930,000300.SH,沪深300,month,月K,3804.885,4662.1583,4650.140866666667,-18.387906305111944,-18.176994867524655,公开指数日线计算（月K最后实际交易日）
20221014,000300.SH,沪深300,week,周K,3842.47,4137.30905,4129.561166666667,-7.126348223853373,-6.952098663267991,公开指数日线计算（周K最后实际交易日）
20221021,000300.SH,沪深300,week,周K,3742.893,4124.38875,4112.127533333333,-9.24975246331956,-8.97916055229999,公开指数日线计算（周K最后实际交易日）
20221028,000300.SH,沪深300,week,周K,3541.33,4096.97685,4091.0194,-13.562362452694842,-13.436489692520158,公开指数日线计算（周K最后实际交易日）
20221031,000300.SH,沪深300,month,月K,3508.703,4570.7554,4636.678400000001,-23.23581786940513,-24.327229596083278,公开指数日线计算（月K最后实际交易日）
20221104,000300.SH,沪深300,week,周K,3767.175,4073.3859,4074.0533,-7.517355524798175,-7.532505772568065,公开指数日线计算（周K最后实际交易日）
20221111,000300.SH,沪深300,week,周K,3788.439,4047.35565,4059.3090333333334,-6.397180588762941,-6.67281133584714,公开指数日线计算（周K最后实际交易日）
20221118,000300.SH,沪深300,week,周K,3801.569,4017.6955000000003,4046.4031000000004,-5.379364862269931,-6.050660152964015,公开指数日线计算（周K最后实际交易日）
20221125,000300.SH,沪深300,week,周K,3775.776,3983.1484000000005,4038.4873000000002,-5.206243382747189,-6.505190693554996,公开指数日线计算（周K最后实际交易日）
20221130,000300.SH,沪深300,month,月K,3853.037,4510.9892,4636.2122,-14.5855414595096,-16.8925658752203,公开指数日线计算（月K最后实际交易日）
20221202,000300.SH,沪深300,week,周K,3870.948,3955.2567499999996,4033.6441999999997,-2.1315620028965143,-4.033479204735013,公开指数日线计算（周K最后实际交易日）
20221209,000300.SH,沪深300,week,周K,3998.244,3942.7426,4036.6251666666667,1.4076850971706856,-0.9508231525584221,公开指数日线计算（周K最后实际交易日）
20221216,000300.SH,沪深300,week,周K,3954.227,3928.54225,4035.4793999999997,0.6537984923033369,-2.0134509917210774,公开指数日线计算（周K最后实际交易日）
20221223,000300.SH,沪深300,week,周K,3828.219,3911.4481,4027.1666999999998,-2.1278334231253138,-4.940140670114291,公开指数日线计算（周K最后实际交易日）
20221230,000300.SH,沪深300,week,周K,3871.634,3897.18425,4022.8445333333334,-0.6556079559235539,-3.758796346227189,公开指数日线计算（周K最后实际交易日）
20221230,000300.SH,沪深300,month,月K,3871.634,4448.39645,4626.467866666667,-12.965626074087888,-16.31555407755417,公开指数日线计算（月K最后实际交易日）
20230106,000300.SH,沪深300,week,周K,3980.889,3886.6710999999996,4019.2218999999996,2.4241284527522833,-0.9537393294955732,公开指数日线计算（周K最后实际交易日）
20230113,000300.SH,沪深300,week,周K,4074.377,3882.8362500000003,4013.7346666666667,4.933011274941079,1.5108705076336104,公开指数日线计算（周K最后实际交易日）
20230120,000300.SH,沪深300,week,周K,4181.527,3886.5353000000005,4009.4840999999997,7.5900944473603404,4.290898671976295,公开指数日线计算（周K最后实际交易日）
20230131,000300.SH,沪深300,month,月K,4156.858,4389.660849999999,4608.528266666666,-5.3034359135056945,-9.800748536872007,公开指数日线计算（月K最后实际交易日）
20230203,000300.SH,沪深300,week,周K,4141.632,3892.43625,4001.0461,6.402050900640943,3.5137285721351663,公开指数日线计算（周K最后实际交易日）
20230210,000300.SH,沪深300,week,周K,4106.31,3893.0624000000003,3989.0325000000003,5.477631183101517,2.9399986086851904,公开指数日线计算（周K最后实际交易日）
20230217,000300.SH,沪深300,week,周K,4034.507,3898.1536,3975.8900333333336,3.4978970556727162,1.4743105612889051,公开指数日线计算（周K最后实际交易日）
20230224,000300.SH,沪深300,week,周K,4061.046,3908.4048500000004,3969.6406666666667,3.9054590263339684,2.302609757625418,公开指数日线计算（周K最后实际交易日）
20230228,000300.SH,沪深300,month,月K,4069.459,4331.93175,4583.6364,-6.059023205986569,-11.217674246587283,公开指数日线计算（月K最后实际交易日）
20230303,000300.SH,沪深300,week,周K,4130.551,3924.6881499999995,3966.051233333333,5.245330128968351,4.147696461510675,公开指数日线计算（周K最后实际交易日）
20230310,000300.SH,沪深300,week,周K,3967.135,3930.9214,3959.285666666667,0.9212496591765928,0.1982512502044731,公开指数日线计算（周K最后实际交易日）
20230317,000300.SH,沪深300,week,周K,3958.819,3941.7177,3952.6826,0.43385400227926585,0.15524646476801074,公开指数日线计算（周K最后实际交易日）
