code,exchange,name,source,updated_at
600320,SH,振华重工,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002970,SZ,锐明技术,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300145,SZ,南方泵业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603590,SH,康辰药业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600726,SH,华电能源,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002343,SZ,慈文传媒,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601901,SH,方正证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603987,SH,康德莱,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603895,SH,天永智能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600548,SH,深高速,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603291,SH,联合水务,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002863,SZ,今飞凯达,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601997,SH,贵阳银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600515,SH,海南机场,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600480,SH,凌云股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301066,SZ,万事利,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002431,SZ,ST棕榈,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600744,SH,华银电力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600470,SH,六国化工,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603248,SH,锡华科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603261,SH,立航科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603711,SH,香飘飘,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300070,SZ,碧水源,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600874,SH,创业环保,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301276,SZ,嘉曼服饰,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600839,SH,四川长虹,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000090,SZ,天健集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600917,SH,重庆燃气,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600800,SH,渤海化学,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000793,SZ,ST华闻,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000652,SZ,泰达股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688426,SH,康为世纪,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300888,SZ,稳健医疗,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601059,SH,信达证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600782,SH,新钢股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600169,SH,ST太重,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603015,SH,弘讯科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600742,SH,富维股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300601,SZ,康泰生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300217,SZ,东方电热,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300013,SZ,新宁物流,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002510,SZ,天汽模,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002489,SZ,浙江永强,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688247,SH,宣泰医药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600789,SH,鲁抗医药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605255,SH,天普股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002632,SZ,道明光学,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600621,SH,华鑫股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600537,SH,*ST亿晶,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603926,SH,铁流股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300879,SZ,大叶股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000729,SZ,燕京啤酒,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603716,SH,塞力医疗,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
001227,SZ,兰州银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000591,SZ,太阳能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300628,SZ,亿联网络,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603180,SH,金牌家居,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688789,SH,宏华数科,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601339,SH,百隆东方,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600239,SH,ST云城,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300949,SZ,奥雅股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601099,SH,太平洋,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600843,SH,上工申贝,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000401,SZ,金隅冀东,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600036,SH,招商银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600927,SH,永安期货,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002259,SZ,升达林业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300778,SZ,新城市,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301296,SZ,新巨丰,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002609,SZ,捷顺科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300777,SZ,中简科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002383,SZ,合众思壮,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600067,SH,冠城新材,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002352,SZ,顺丰控股,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000619,SZ,海螺新材,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000737,SZ,北方铜业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300339,SZ,润和软件,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300423,SZ,昇辉科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603007,SH,顺景科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601880,SH,辽港股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600248,SH,陕建股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300096,SZ,ST易联众,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000078,SZ,ST海王,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000932,SZ,华菱钢铁,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301236,SZ,软通动力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300168,SZ,万达信息,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300414,SZ,中光防雷,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300376,SZ,易事特,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002437,SZ,誉衡药业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601390,SH,中国中铁,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603286,SH,日盈电子,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603320,SH,迪贝电气,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603880,SH,南卫股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301162,SZ,国能日新,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000716,SZ,黑芝麻,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000544,SZ,中原环保,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300239,SZ,东宝生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601188,SH,龙江交通,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600925,SH,苏能股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000778,SZ,新兴铸管,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300334,SZ,津膜科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600055,SH,万东医疗,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301552,SZ,科力装备,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002075,SZ,沙钢股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603810,SH,丰山集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601008,SH,连云港,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
001373,SZ,翔腾新材,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300988,SZ,津荣天宇,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600503,SH,华丽家族,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000881,SZ,中广核技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688276,SH,百克生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002530,SZ,金财互联,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601686,SH,友发集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600168,SH,武汉控股,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601818,SH,光大银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000631,SZ,顺发恒能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603082,SH,北自科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300370,SZ,安控科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603602,SH,纵横通信,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601117,SH,中国化学,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000557,SZ,西部创业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600620,SH,天宸股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300978,SZ,东箭科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600861,SH,北京人力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603556,SH,海兴电力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301025,SZ,读客文化,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000877,SZ,天山股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002637,SZ,赞宇科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000547,SZ,航天发展,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301038,SZ,深水规院,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002234,SZ,民和股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002648,SZ,卫星化学,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688538,SH,和辉光电-U,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600010,SH,包钢股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300278,SZ,华昌达,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002672,SZ,东江环保,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603393,SH,新天然气,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300498,SZ,温氏股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002357,SZ,富临运业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605168,SH,三人行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002281,SZ,光迅科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600889,SH,*ST京化,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002564,SZ,天沃科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300227,SZ,光韵达,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688089,SH,ST嘉必优,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601077,SH,渝农商行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600032,SH,浙江新能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600527,SH,江南高纤,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300055,SZ,万邦达,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002309,SZ,中利集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603871,SH,嘉友国际,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600436,SH,片仔癀,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600523,SH,贵航股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002127,SZ,南极电商,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000923,SZ,河钢资源,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000722,SZ,湖南发展,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
003007,SZ,直真科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600448,SH,华纺股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002752,SZ,昇兴股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603165,SH,荣晟环保,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000799,SZ,酒鬼酒,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600871,SH,石化油服,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600000,SH,浦发银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002453,SZ,华软科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600006,SH,东风股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600805,SH,悦达投资,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002868,SZ,绿康生化,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002161,SZ,远 望 谷,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301009,SZ,可靠股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688596,SH,正帆科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002567,SZ,唐人神,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301193,SZ,家联科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002690,SZ,美亚光电,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600787,SH,中储股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301258,SZ,富士莱,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301299,SZ,卓创资讯,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600097,SH,开创国际,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301206,SZ,三元生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600561,SH,江西长运,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603035,SH,常熟汽饰,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300143,SZ,盈康生命,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603218,SH,日月股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002124,SZ,天邦食品,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688768,SH,容知日新,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600346,SH,恒力石化,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300032,SZ,金龙机电,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002037,SZ,保利联合,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601688,SH,华泰证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688207,SH,格灵深瞳,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600629,SH,华建集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002799,SZ,环球印务,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301149,SZ,隆华新材,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000929,SZ,兰州黄河,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002638,SZ,勤上股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603833,SH,欧派家居,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000001,SZ,平安银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000977,SZ,浪潮信息,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002059,SZ,云南旅游,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600959,SH,江苏有线,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600751,SH,海航科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600854,SH,春兰股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600192,SH,长城电工,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300176,SZ,鸿特科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600557,SH,康缘药业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603718,SH,*ST海利,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600979,SH,广安爱众,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688366,SH,昊海生科,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000628,SZ,高新发展,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300705,SZ,九典制药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000029,SZ,深深房Ａ,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002250,SZ,联化科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000978,SZ,桂林旅游,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002927,SZ,泰永长征,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002923,SZ,润都股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601799,SH,星宇股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300194,SZ,福安药业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603121,SH,华培动力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605011,SH,杭州热电,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601006,SH,大秦铁路,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605077,SH,华康股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600012,SH,皖通高速,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002461,SZ,珠江啤酒,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002912,SZ,中新赛克,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600926,SH,杭州银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603060,SH,国检集团,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600167,SH,联美控股,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300078,SZ,思创智联,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600876,SH,凯盛新能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603789,SH,ST星农,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603086,SH,先达股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301004,SZ,嘉益股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603566,SH,普莱柯,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600328,SH,中盐化工,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000068,SZ,华控赛格,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002555,SZ,三七互娱,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000599,SZ,青岛双星,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601328,SH,交通银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000543,SZ,皖能电力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002413,SZ,雷科防务,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300335,SZ,迪森股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601456,SH,国联民生,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301613,SZ,新铝时代,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300225,SZ,金力泰,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002541,SZ,鸿路钢构,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000608,SZ,阳光股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688659,SH,元琛科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603567,SH,珍宝岛,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601866,SH,中远海发,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603739,SH,蔚蓝生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002014,SZ,永新股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000936,SZ,华西股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600658,SH,电子城,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601988,SH,中国银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600777,SH,新潮能源,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
001391,SZ,国货航,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002629,SZ,仁智股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603506,SH,南都物业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601187,SH,厦门银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600558,SH,大西洋,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600901,SH,江苏金租,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300329,SZ,海伦钢琴,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300880,SZ,迦南智能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002905,SZ,金逸影视,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601137,SH,博威合金,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300841,SZ,康华生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000875,SZ,电投绿能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300173,SZ,ST福能,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002550,SZ,千红制药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000813,SZ,德展健康,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002401,SZ,中远海科,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002054,SZ,德美化工,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
003037,SZ,三和管桩,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000993,SZ,闽东电力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300137,SZ,先河环保,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603888,SH,新华网,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600575,SH,淮河能源,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
001207,SZ,联科科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300499,SZ,高澜股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600463,SH,空港股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002542,SZ,*ST中岩,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600148,SH,长春一东,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600135,SH,乐凯胶片,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300422,SZ,博世科,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000797,SZ,中国武夷,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300463,SZ,迈克生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000902,SZ,新洋丰,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300541,SZ,先进数通,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300241,SZ,瑞丰光电,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000529,SZ,广弘控股,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000008,SZ,神州高铁,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603336,SH,宏辉果蔬,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605277,SH,新亚电子,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000869,SZ,张  裕Ａ,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300375,SZ,鹏翎股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000151,SZ,中成股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300170,SZ,汉得信息,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002064,SZ,华峰化学,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
603648,SH,畅联股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600305,SH,恒顺醋业,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002557,SZ,洽洽食品,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600676,SH,久事动娱,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600822,SH,上海物贸,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600602,SH,云赛智联,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300296,SZ,利亚德,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600348,SH,华阳股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002736,SZ,国信证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000726,SZ,鲁  泰Ａ,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
301305,SZ,朗坤科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688348,SH,昱能科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000590,SZ,古汉医药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601089,SH,福元医药,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600588,SH,用友网络,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300858,SZ,科拓生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601696,SH,中银证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300166,SZ,东方国信,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605378,SH,野马电池,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600770,SH,综艺股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
000539,SZ,粤电力Ａ,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
601963,SH,重庆银行,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002926,SZ,华西证券,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600271,SH,航天信息,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600936,SH,北投科技,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600795,SH,国电电力,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
300294,SZ,博雅生物,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
002207,SZ,*ST准油,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688058,SH,宝兰德,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
688083,SH,中望软件,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600653,SH,申华控股,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
605008,SH,长鸿高科,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
600808,SH,马钢股份,东方财富行情中心代码列表,2026-09-01T13:25:41+08:00
